representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
25684173,12,2442480,476559120,476559120,PASS,0.150205,tau=25684173 n=12 g_4=2442480 Av_12=476559120
25684317,11,84397,39832403,39832403,PASS,0.006713,tau=25684317 n=11 g_3=84397 Av_11=39832403
25684317,12,2436885,476564715,476564715,PASS,0.162864,tau=25684317 n=12 g_4=2436885 Av_12=476564715
25684713,11,84469,39832331,39832331,PASS,0.006535,tau=25684713 n=11 g_3=84469 Av_11=39832331
25684713,12,2439836,476561764,476561764,PASS,0.170521,tau=25684713 n=12 g_4=2439836 Av_12=476561764
25687134,11,84213,39832587,39832587,PASS,0.006920,tau=25687134 n=11 g_3=84213 Av_11=39832587
25687134,12,2426838,476574762,476574762,PASS,0.152149,tau=25687134 n=12 g_4=2426838 Av_12=476574762
25687143,11,84213,39832587,39832587,PASS,0.007571,tau=25687143 n=11 g_3=84213 Av_11=39832587
25687143,12,2426857,476574743,476574743,PASS,0.157591,tau=25687143 n=12 g_4=2426857 Av_12=476574743
25687314,11,84299,39832501,39832501,PASS,0.009875,tau=25687314 n=11 g_3=84299 Av_11=39832501
25687314,12,2431253,476570347,476570347,PASS,0.165568,tau=25687314 n=12 g_4=2431253 Av_12=476570347
25687413,11,84292,39832508,39832508,PASS,0.009793,tau=25687413 n=11 g_3=84292 Av_11=39832508
25687413,12,2430508,476571092,476571092,PASS,0.165932,tau=25687413 n=12 g_4=2430508 Av_12=476571092
25713486,11,84490,39832310,39832310,PASS,0.007372,tau=25713486 n=11 g_3=84490 Av_11=39832310
25713486,12,2441881,476559719,476559719,PASS,0.145768,tau=25713486 n=12 g_4=2441881 Av_12=476559719
25713684,11,84581,39832219,39832219,PASS,0.007152,tau=25713684 n=11 g_3=84581 Av_11=39832219
25713684,12,2446836,476554764,476554764,PASS,0.146427,tau=25713684 n=12 g_4=2446836 Av_12=476554764
25713846,11,84576,39832224,39832224,PASS,0.007044,tau=25713846 n=11 g_3=84576 Av_11=39832224
25713846,12,2446350,476555250,476555250,PASS,0.170649,tau=25713846 n=12 g_4=2446350 Av_12=476555250
25713864,11,84579,39832221,39832221,PASS,0.006875,tau=25713864 n=11 g_3=84579 Av_11=39832221
25713864,12,2446649,476554951,476554951,PASS,0.190784,tau=25713864 n=12 g_4=2446649 Av_12=476554951
25714386,11,84488,39832312,39832312,PASS,0.007183,tau=25714386 n=11 g_3=84488 Av_11=39832312
25714386,12,2441723,476559877,476559877,PASS,0.147406,tau=25714386 n=12 g_4=2441723 Av_12=476559877
25714683,11,84575,39832225,39832225,PASS,0.008008,tau=25714683 n=11 g_3=84575 Av_11=39832225
25714683,12,2446224,476555376,476555376,PASS,0.152030,tau=25714683 n=12 g_4=2446224 Av_12=476555376
25714836,11,84585,39832215,39832215,PASS,0.010263,tau=25714836 n=11 g_3=84585 Av_11=39832215
25714836,12,2447231,476554369,476554369,PASS,0.179508,tau=25714836 n=12 g_4=2447231 Av_12=476554369
25714863,11,84585,39832215,39832215,PASS,0.010315,tau=25714863 n=11 g_3=84585 Av_11=39832215
25714863,12,2447217,476554383,476554383,PASS,0.145625,tau=25714863 n=12 g_4=2447217 Av_12=476554383
25716384,11,84580,39832220,39832220,PASS,0.009194,tau=25716384 n=11 g_3=84580 Av_11=39832220
25716384,12,2446761,476554839,476554839,PASS,0.165375,tau=25716384 n=12 g_4=2446761 Av_12=476554839
25716483,11,84576,39832224,39832224,PASS,0.007195,tau=25716483 n=11 g_3=84576 Av_11=39832224
25716483,12,2446375,476555225,476555225,PASS,0.158376,tau=25716483 n=12 g_4=2446375 Av_12=476555225
25716834,11,84482,39832318,39832318,PASS,0.007812,tau=25716834 n=11 g_3=84482 Av_11=39832318
25716834,12,2441175,476560425,476560425,PASS,0.148244,tau=25716834 n=12 g_4=2441175 Av_12=476560425
25716843,11,84482,39832318,39832318,PASS,0.006568,tau=25716843 n=11 g_3=84482 Av_11=39832318
25716843,12,2441181,476560419,476560419,PASS,0.153845,tau=25716843 n=12 g_4=2441181 Av_12=476560419
25718346,11,84480,39832320,39832320,PASS,0.007062,tau=25718346 n=11 g_3=84480 Av_11=39832320
25718346,12,2440942,476560658,476560658,PASS,0.213704,tau=25718346 n=12 g_4=2440942 Av_12=476560658
25718364,11,84575,39832225,39832225,PASS,0.008538,tau=25718364 n=11 g_3=84575 Av_11=39832225
25718364,12,2446267,476555333,476555333,PASS,0.215295,tau=25718364 n=12 g_4=2446267 Av_12=476555333
25718436,11,84489,39832311,39832311,PASS,0.007101,tau=25718436 n=11 g_3=84489 Av_11=39832311
25718436,12,2441877,476559723,476559723,PASS,0.147285,tau=25718436 n=12 g_4=2441877 Av_12=476559723
25718463,11,84569,39832231,39832231,PASS,0.006972,tau=25718463 n=11 g_3=84569 Av_11=39832231
25718463,12,2445648,476555952,476555952,PASS,0.149161,tau=25718463 n=12 g_4=2445648 Av_12=476555952
25718634,11,84484,39832316,39832316,PASS,0.007917,tau=25718634 n=11 g_3=84484 Av_11=39832316
25718634,12,2441381,476560219,476560219,PASS,0.180537,tau=25718634 n=12 g_4=2441381 Av_12=476560219
25718643,11,84484,39832316,39832316,PASS,0.007752,tau=25718643 n=11 g_3=84484 Av_11=39832316
25718643,12,2441362,476560238,476560238,PASS,0.144669,tau=25718643 n=12 g_4=2441362 Av_12=476560238
25731486,11,84576,39832224,39832224,PASS,0.007375,tau=25731486 n=11 g_3=84576 Av_11=39832224
25731486,12,2446296,476555304,476555304,PASS,0.161259,tau=25731486 n=12 g_4=2446296 Av_12=476555304
25731684,11,84584,39832216,39832216,PASS,0.006656,tau=25731684 n=11 g_3=84584 Av_11=39832216
25731684,12,2447178,476554422,476554422,PASS,0.175463,tau=25731684 n=12 g_4=2447178 Av_12=476554422
25731846,11,84579,39832221,39832221,PASS,0.009041,tau=25731846 n=11 g_3=84579 Av_11=39832221
25731846,12,2446653,476554947,476554947,PASS,0.143712,tau=25731846 n=12 g_4=2446653 Av_12=476554947
25731864,11,84578,39832222,39832222,PASS,0.008434,tau=25731864 n=11 g_3=84578 Av_11=39832222
25731864,12,2446567,476555033,476555033,PASS,0.205448,tau=25731864 n=12 g_4=2446567 Av_12=476555033
25734186,11,84484,39832316,39832316,PASS,0.007604,tau=25734186 n=11 g_3=84484 Av_11=39832316
25734186,12,2441328,476560272,476560272,PASS,0.150160,tau=25734186 n=12 g_4=2441328 Av_12=476560272
25734816,11,84491,39832309,39832309,PASS,0.007918,tau=25734816 n=11 g_3=84491 Av_11=39832309
25734816,12,2442044,476559556,476559556,PASS,0.214699,tau=25734816 n=12 g_4=2442044 Av_12=476559556
25736184,11,84578,39832222,39832222,PASS,0.006921,tau=25736184 n=11 g_3=84578 Av_11=39832222
25736184,12,2446534,476555066,476555066,PASS,0.145646,tau=25736184 n=12 g_4=2446534 Av_12=476555066
25736814,11,84570,39832230,39832230,PASS,0.007155,tau=25736814 n=11 g_3=84570 Av_11=39832230
25736814,12,2445692,476555908,476555908,PASS,0.152890,tau=25736814 n=12 g_4=2445692 Av_12=476555908
25738146,11,84580,39832220,39832220,PASS,0.010229,tau=25738146 n=11 g_3=84580 Av_11=39832220
25738146,12,2446754,476554846,476554846,PASS,0.206686,tau=25738146 n=12 g_4=2446754 Av_12=476554846
25738164,11,84582,39832218,39832218,PASS,0.008576,tau=25738164 n=11 g_3=84582 Av_11=39832218
25738164,12,2446950,476554650,476554650,PASS,0.197412,tau=25738164 n=12 g_4=2446950 Av_12=476554650
25738416,11,84576,39832224,39832224,PASS,0.007208,tau=25738416 n=11 g_3=84576 Av_11=39832224
25738416,12,2446329,476555271,476555271,PASS,0.151698,tau=25738416 n=12 g_4=2446329 Av_12=476555271
25738614,11,84578,39832222,39832222,PASS,0.007388,tau=25738614 n=11 g_3=84578 Av_11=39832222
25738614,12,2446495,476555105,476555105,PASS,0.150824,tau=25738614 n=12 g_4=2446495 Av_12=476555105
25741386,11,84570,39832230,39832230,PASS,0.007342,tau=25741386 n=11 g_3=84570 Av_11=39832230
25741386,12,2445735,476555865,476555865,PASS,0.188648,tau=25741386 n=12 g_4=2445735 Av_12=476555865
25741683,11,84576,39832224,39832224,PASS,0.007442,tau=25741683 n=11 g_3=84576 Av_11=39832224
25741683,12,2446381,476555219,476555219,PASS,0.147912,tau=25741683 n=12 g_4=2446381 Av_12=476555219
25741836,11,84585,39832215,39832215,PASS,0.006983,tau=25741836 n=11 g_3=84585 Av_11=39832215
25741836,12,2447287,476554313,476554313,PASS,0.204338,tau=25741836 n=12 g_4=2447287 Av_12=476554313
25741863,11,84578,39832222,39832222,PASS,0.007244,tau=25741863 n=11 g_3=84578 Av_11=39832222
25741863,12,2446571,476555029,476555029,PASS,0.153439,tau=25741863 n=12 g_4=2446571 Av_12=476555029
25743186,11,84480,39832320,39832320,PASS,0.008707,tau=25743186 n=11 g_3=84480 Av_11=39832320
25743186,12,2440941,476560659,476560659,PASS,0.181669,tau=25743186 n=12 g_4=2440941 Av_12=476560659
25743816,11,84487,39832313,39832313,PASS,0.008726,tau=25743816 n=11 g_3=84487 Av_11=39832313
25743816,12,2441655,476559945,476559945,PASS,0.174979,tau=25743816 n=12 g_4=2441655 Av_12=476559945
25746183,11,84394,39832406,39832406,PASS,0.012540,tau=25746183 n=11 g_3=84394 Av_11=39832406
25746183,12,2436575,476565025,476565025,PASS,0.149150,tau=25746183 n=12 g_4=2436575 Av_12=476565025
25746813,11,84380,39832420,39832420,PASS,0.009472,tau=25746813 n=11 g_3=84380 Av_11=39832420
25746813,12,2435102,476566498,476566498,PASS,0.161751,tau=25746813 n=12 g_4=2435102 Av_12=476566498
25748136,11,84576,39832224,39832224,PASS,0.010758,tau=25748136 n=11 g_3=84576 Av_11=39832224
25748136,12,2446365,476555235,476555235,PASS,0.209164,tau=25748136 n=12 g_4=2446365 Av_12=476555235
25748163,11,84578,39832222,39832222,PASS,0.010755,tau=25748163 n=11 g_3=84578 Av_11=39832222
25748163,12,2446543,476555057,476555057,PASS,0.208288,tau=25748163 n=12 g_4=2446543 Av_12=476555057
25748316,11,84572,39832228,39832228,PASS,0.008383,tau=25748316 n=11 g_3=84572 Av_11=39832228
25748316,12,2445964,476555636,476555636,PASS,0.147726,tau=25748316 n=12 g_4=2445964 Av_12=476555636
25748613,11,84469,39832331,39832331,PASS,0.007191,tau=25748613 n=11 g_3=84469 Av_11=39832331
25748613,12,2439798,476561802,476561802,PASS,0.156433,tau=25748613 n=12 g_4=2439798 Av_12=476561802
25761384,11,84400,39832400,39832400,PASS,0.007088,tau=25761384 n=11 g_3=84400 Av_11=39832400
25761384,12,2437266,476564334,476564334,PASS,0.152310,tau=25761384 n=12 g_4=2437266 Av_12=476564334
25761483,11,84404,39832396,39832396,PASS,0.007398,tau=25761483 n=11 g_3=84404 Av_11=39832396
25761483,12,2437609,476563991,476563991,PASS,0.157749,tau=25761483 n=12 g_4=2437609 Av_12=476563991
25761834,11,84310,39832490,39832490,PASS,0.008891,tau=25761834 n=11 g_3=84310 Av_11=39832490
25761834,12,2432373,476569227,476569227,PASS,0.179169,tau=25761834 n=12 g_4=2432373 Av_12=476569227
25761843,11,84310,39832490,39832490,PASS,0.008264,tau=25761843 n=11 g_3=84310 Av_11=39832490
25761843,12,2432396,476569204,476569204,PASS,0.195213,tau=25761843 n=12 g_4=2432396 Av_12=476569204
25763184,11,84404,39832396,39832396,PASS,0.007539,tau=25763184 n=11 g_3=84404 Av_11=39832396
25763184,12,2437613,476563987,476563987,PASS,0.169474,tau=25763184 n=12 g_4=2437613 Av_12=476563987
25763814,11,84404,39832396,39832396,PASS,0.007817,tau=25763814 n=11 g_3=84404 Av_11=39832396
25763814,12,2437572,476564028,476564028,PASS,0.164718,tau=25763814 n=12 g_4=2437572 Av_12=476564028
25764183,11,84396,39832404,39832404,PASS,0.011462,tau=25764183 n=11 g_3=84396 Av_11=39832404
25764183,12,2436798,476564802,476564802,PASS,0.169568,tau=25764183 n=12 g_4=2436798 Av_12=476564802
25764813,11,84384,39832416,39832416,PASS,0.010054,tau=25764813 n=11 g_3=84384 Av_11=39832416
25764813,12,2435524,476566076,476566076,PASS,0.158086,tau=25764813 n=12 g_4=2435524 Av_12=476566076
25768134,11,84212,39832588,39832588,PASS,0.010457,tau=25768134 n=11 g_3=84212 Av_11=39832588
25768134,12,2426710,476574890,476574890,PASS,0.154650,tau=25768134 n=12 g_4=2426710 Av_12=476574890
25768143,11,84212,39832588,39832588,PASS,0.007170,tau=25768143 n=11 g_3=84212 Av_11=39832588
25768143,12,2426736,476574864,476574864,PASS,0.160480,tau=25768143 n=12 g_4=2426736 Av_12=476574864
25768314,11,84298,39832502,39832502,PASS,0.007169,tau=25768314 n=11 g_3=84298 Av_11=39832502
25768314,12,2431130,476570470,476570470,PASS,0.147311,tau=25768314 n=12 g_4=2431130 Av_12=476570470
25768413,11,84290,39832510,39832510,PASS,0.007210,tau=25768413 n=11 g_3=84290 Av_11=39832510
25768413,12,2430304,476571296,476571296,PASS,0.153241,tau=25768413 n=12 g_4=2430304 Av_12=476571296
25781346,11,84389,39832411,39832411,PASS,0.007551,tau=25781346 n=11 g_3=84389 Av_11=39832411
25781346,12,2436020,476565580,476565580,PASS,0.152934,tau=25781346 n=12 g_4=2436020 Av_12=476565580
25781364,11,84482,39832318,39832318,PASS,0.007786,tau=25781364 n=11 g_3=84482 Av_11=39832318
25781364,12,2441166,476560434,476560434,PASS,0.180278,tau=25781364 n=12 g_4=2441166 Av_12=476560434
25781436,11,84396,39832404,39832404,PASS,0.007403,tau=25781436 n=11 g_3=84396 Av_11=39832404
25781436,12,2436741,476564859,476564859,PASS,0.147969,tau=25781436 n=12 g_4=2436741 Av_12=476564859
25781463,11,84482,39832318,39832318,PASS,0.007368,tau=25781463 n=11 g_3=84482 Av_11=39832318
25781463,12,2441130,476560470,476560470,PASS,0.205243,tau=25781463 n=12 g_4=2441130 Av_12=476560470
25781634,11,84399,39832401,39832401,PASS,0.010481,tau=25781634 n=11 g_3=84399 Av_11=39832401
25781634,12,2437050,476564550,476564550,PASS,0.199171,tau=25781634 n=12 g_4=2437050 Av_12=476564550
25781643,11,84399,39832401,39832401,PASS,0.007239,tau=25781643 n=11 g_3=84399 Av_11=39832401
25781643,12,2437038,476564562,476564562,PASS,0.155113,tau=25781643 n=12 g_4=2437038 Av_12=476564562
25783146,11,84477,39832323,39832323,PASS,0.007511,tau=25783146 n=11 g_3=84477 Av_11=39832323
25783146,12,2440652,476560948,476560948,PASS,0.155579,tau=25783146 n=12 g_4=2440652 Av_12=476560948
25783164,11,84488,39832312,39832312,PASS,0.009835,tau=25783164 n=11 g_3=84488 Av_11=39832312
25783164,12,2441767,476559833,476559833,PASS,0.185005,tau=25783164 n=12 g_4=2441767 Av_12=476559833
25783416,11,84396,39832404,39832404,PASS,0.009840,tau=25783416 n=11 g_3=84396 Av_11=39832404
25783416,12,2436739,476564861,476564861,PASS,0.151763,tau=25783416 n=12 g_4=2436739 Av_12=476564861
25783614,11,84492,39832308,39832308,PASS,0.007345,tau=25783614 n=11 g_3=84492 Av_11=39832308
25783614,12,2442035,476559565,476559565,PASS,0.168406,tau=25783614 n=12 g_4=2442035 Av_12=476559565
25784136,11,84482,39832318,39832318,PASS,0.007240,tau=25784136 n=11 g_3=84482 Av_11=39832318
25784136,12,2441162,476560438,476560438,PASS,0.161226,tau=25784136 n=12 g_4=2441162 Av_12=476560438
25784163,11,84488,39832312,39832312,PASS,0.007923,tau=25784163 n=11 g_3=84488 Av_11=39832312
25784163,12,2441690,476559910,476559910,PASS,0.195710,tau=25784163 n=12 g_4=2441690 Av_12=476559910
25784316,11,84398,39832402,39832402,PASS,0.011174,tau=25784316 n=11 g_3=84398 Av_11=39832402
25784316,12,2436930,476564670,476564670,PASS,0.216753,tau=25784316 n=12 g_4=2436930 Av_12=476564670
25784613,11,84385,39832415,39832415,PASS,0.007359,tau=25784613 n=11 g_3=84385 Av_11=39832415
25784613,12,2435554,476566046,476566046,PASS,0.179656,tau=25784613 n=12 g_4=2435554 Av_12=476566046
25786134,11,84298,39832502,39832502,PASS,0.007832,tau=25786134 n=11 g_3=84298 Av_11=39832502
25786134,12,2431138,476570462,476570462,PASS,0.180178,tau=25786134 n=12 g_4=2431138 Av_12=476570462
25786143,11,84298,39832502,39832502,PASS,0.010456,tau=25786143 n=11 g_3=84298 Av_11=39832502
25786143,12,2431160,476570440,476570440,PASS,0.162697,tau=25786143 n=12 g_4=2431160 Av_12=476570440
25786314,11,84384,39832416,39832416,PASS,0.011309,tau=25786314 n=11 g_3=84384 Av_11=39832416
25786314,12,2435545,476566055,476566055,PASS,0.211754,tau=25786314 n=12 g_4=2435545 Av_12=476566055
25786413,11,84376,39832424,39832424,PASS,0.010399,tau=25786413 n=11 g_3=84376 Av_11=39832424
25786413,12,2434707,476566893,476566893,PASS,0.203507,tau=25786413 n=12 g_4=2434707 Av_12=476566893
25813476,11,84402,39832398,39832398,PASS,0.010198,tau=25813476 n=11 g_3=84402 Av_11=39832398
25813476,12,2437327,476564273,476564273,PASS,0.210886,tau=25813476 n=12 g_4=2437327 Av_12=476564273
25813674,11,84494,39832306,39832306,PASS,0.007166,tau=25813674 n=11 g_3=84494 Av_11=39832306
25813674,12,2442368,476559232,476559232,PASS,0.148204,tau=25813674 n=12 g_4=2442368 Av_12=476559232
25813746,11,84578,39832222,39832222,PASS,0.010519,tau=25813746 n=11 g_3=84578 Av_11=39832222
25813746,12,2446558,476555042,476555042,PASS,0.171350,tau=25813746 n=12 g_4=2446558 Av_12=476555042
25813764,11,84487,39832313,39832313,PASS,0.010250,tau=25813764 n=11 g_3=84487 Av_11=39832313
25813764,12,2441637,476559963,476559963,PASS,0.184628,tau=25813764 n=12 g_4=2441637 Av_12=476559963
25814376,11,84398,39832402,39832402,PASS,0.009440,tau=25814376 n=11 g_3=84398 Av_11=39832402
25814376,12,2436928,476564672,476564672,PASS,0.176556,tau=25814376 n=12 g_4=2436928 Av_12=476564672
25814637,11,84582,39832218,39832218,PASS,0.007646,tau=25814637 n=11 g_3=84582 Av_11=39832218
25814637,12,2446951,476554649,476554649,PASS,0.186687,tau=25814637 n=12 g_4=2446951 Av_12=476554649
25814673,11,84495,39832305,39832305,PASS,0.010343,tau=25814673 n=11 g_3=84495 Av_11=39832305
25814673,12,2442448,476559152,476559152,PASS,0.206715,tau=25814673 n=12 g_4=2442448 Av_12=476559152
25814736,11,84578,39832222,39832222,PASS,0.007623,tau=25814736 n=11 g_3=84578 Av_11=39832222
25814736,12,2446503,476555097,476555097,PASS,0.153846,tau=25814736 n=12 g_4=2446503 Av_12=476555097
25814763,11,84496,39832304,39832304,PASS,0.007202,tau=25814763 n=11 g_3=84496 Av_11=39832304
25814763,12,2442530,476559070,476559070,PASS,0.159310,tau=25814763 n=12 g_4=2442530 Av_12=476559070
25816374,11,84584,39832216,39832216,PASS,0.008358,tau=25816374 n=11 g_3=84584 Av_11=39832216
25816374,12,2447144,476554456,476554456,PASS,0.220368,tau=25816374 n=12 g_4=2447144 Av_12=476554456
25816437,11,84495,39832305,39832305,PASS,0.007034,tau=25816437 n=11 g_3=84495 Av_11=39832305
25816437,12,2442475,476559125,476559125,PASS,0.149032,tau=25816437 n=12 g_4=2442475 Av_12=476559125
25816473,11,84582,39832218,39832218,PASS,0.007896,tau=25816473 n=11 g_3=84582 Av_11=39832218
25816473,12,2446977,476554623,476554623,PASS,0.167218,tau=25816473 n=12 g_4=2446977 Av_12=476554623
25816734,11,84402,39832398,39832398,PASS,0.009808,tau=25816734 n=11 g_3=84402 Av_11=39832398
25816734,12,2437368,476564232,476564232,PASS,0.229707,tau=25816734 n=12 g_4=2437368 Av_12=476564232
25816743,11,84402,39832398,39832398,PASS,0.010249,tau=25816743 n=11 g_3=84402 Av_11=39832398
25816743,12,2437388,476564212,476564212,PASS,0.196073,tau=25816743 n=12 g_4=2437388 Av_12=476564212
25817346,11,84491,39832309,39832309,PASS,0.007489,tau=25817346 n=11 g_3=84491 Av_11=39832309
25817346,12,2442072,476559528,476559528,PASS,0.195576,tau=25817346 n=12 g_4=2442072 Av_12=476559528
25817364,11,84578,39832222,39832222,PASS,0.011154,tau=25817364 n=11 g_3=84578 Av_11=39832222
25817364,12,2446553,476555047,476555047,PASS,0.211818,tau=25817364 n=12 g_4=2446553 Av_12=476555047
25817436,11,84495,39832305,39832305,PASS,0.007532,tau=25817436 n=11 g_3=84495 Av_11=39832305
25817436,12,2442496,476559104,476559104,PASS,0.179120,tau=25817436 n=12 g_4=2442496 Av_12=476559104
25817463,11,84574,39832226,39832226,PASS,0.007950,tau=25817463 n=11 g_3=84574 Av_11=39832226
25817463,12,2446133,476555467,476555467,PASS,0.212069,tau=25817463 n=12 g_4=2446133 Av_12=476555467
25817634,11,84398,39832402,39832402,PASS,0.007264,tau=25817634 n=11 g_3=84398 Av_11=39832402
25817634,12,2436985,476564615,476564615,PASS,0.220964,tau=25817634 n=12 g_4=2436985 Av_12=476564615
25817643,11,84397,39832403,39832403,PASS,0.010539,tau=25817643 n=11 g_3=84397 Av_11=39832403
25817643,12,2436836,476564764,476564764,PASS,0.224595,tau=25817643 n=12 g_4=2436836 Av_12=476564764
25831476,11,84488,39832312,39832312,PASS,0.010447,tau=25831476 n=11 g_3=84488 Av_11=39832312
25831476,12,2441747,476559853,476559853,PASS,0.193058,tau=25831476 n=12 g_4=2441747 Av_12=476559853
25831674,11,84496,39832304,39832304,PASS,0.010510,tau=25831674 n=11 g_3=84496 Av_11=39832304
25831674,12,2442646,476558954,476558954,PASS,0.215605,tau=25831674 n=12 g_4=2442646 Av_12=476558954
25831746,11,84582,39832218,39832218,PASS,0.008267,tau=25831746 n=11 g_3=84582 Av_11=39832218
25831746,12,2447000,476554600,476554600,PASS,0.225914,tau=25831746 n=12 g_4=2447000 Av_12=476554600
25831764,11,84493,39832307,39832307,PASS,0.007477,tau=25831764 n=11 g_3=84493 Av_11=39832307
25831764,12,2442229,476559371,476559371,PASS,0.171096,tau=25831764 n=12 g_4=2442229 Av_12=476559371
25834176,11,84402,39832398,39832398,PASS,0.006707,tau=25834176 n=11 g_3=84402 Av_11=39832398
25834176,12,2437380,476564220,476564220,PASS,0.209902,tau=25834176 n=12 g_4=2437380 Av_12=476564220
25834617,11,84490,39832310,39832310,PASS,0.010367,tau=25834617 n=11 g_3=84490 Av_11=39832310
25834617,12,2441925,476559675,476559675,PASS,0.191660,tau=25834617 n=12 g_4=2441925 Av_12=476559675
25834716,11,84493,39832307,39832307,PASS,0.010189,tau=25834716 n=11 g_3=84493 Av_11=39832307
25834716,12,2442240,476559360,476559360,PASS,0.239524,tau=25834716 n=12 g_4=2442240 Av_12=476559360
25836147,11,84593,39832207,39832207,PASS,0.008396,tau=25836147 n=11 g_3=84593 Av_11=39832207
25836147,12,2447869,476553731,476553731,PASS,0.146025,tau=25836147 n=12 g_4=2447869 Av_12=476553731
25836174,11,84591,39832209,39832209,PASS,0.010386,tau=25836174 n=11 g_3=84591 Av_11=39832209
25836174,12,2447829,476553771,476553771,PASS,0.228470,tau=25836174 n=12 g_4=2447829 Av_12=476553771
25836417,11,84576,39832224,39832224,PASS,0.008117,tau=25836417 n=11 g_3=84576 Av_11=39832224
25836417,12,2446295,476555305,476555305,PASS,0.144742,tau=25836417 n=12 g_4=2446295 Av_12=476555305
25836714,11,84499,39832301,39832301,PASS,0.007975,tau=25836714 n=11 g_3=84499 Av_11=39832301
25836714,12,2442787,476558813,476558813,PASS,0.155183,tau=25836714 n=12 g_4=2442787 Av_12=476558813
25837146,11,84588,39832212,39832212,PASS,0.010487,tau=25837146 n=11 g_3=84588 Av_11=39832212
25837146,12,2447526,476554074,476554074,PASS,0.176787,tau=25837146 n=12 g_4=2447526 Av_12=476554074
25837164,11,84572,39832228,39832228,PASS,0.007363,tau=25837164 n=11 g_3=84572 Av_11=39832228
25837164,12,2445931,476555669,476555669,PASS,0.177780,tau=25837164 n=12 g_4=2445931 Av_12=476555669
25837416,11,84586,39832214,39832214,PASS,0.006817,tau=25837416 n=11 g_3=84586 Av_11=39832214
25837416,12,2447310,476554290,476554290,PASS,0.152708,tau=25837416 n=12 g_4=2447310 Av_12=476554290
25837614,11,84490,39832310,39832310,PASS,0.007648,tau=25837614 n=11 g_3=84490 Av_11=39832310
25837614,12,2441892,476559708,476559708,PASS,0.156658,tau=25837614 n=12 g_4=2441892 Av_12=476559708
25841376,11,84488,39832312,39832312,PASS,0.010442,tau=25841376 n=11 g_3=84488 Av_11=39832312
25841376,12,2441718,476559882,476559882,PASS,0.225271,tau=25841376 n=12 g_4=2441718 Av_12=476559882
25841637,11,84588,39832212,39832212,PASS,0.007053,tau=25841637 n=11 g_3=84588 Av_11=39832212
25841637,12,2447560,476554040,476554040,PASS,0.149652,tau=25841637 n=12 g_4=2447560 Av_12=476554040
25841673,11,84500,39832300,39832300,PASS,0.010608,tau=25841673 n=11 g_3=84500 Av_11=39832300
25841673,12,2443004,476558596,476558596,PASS,0.214021,tau=25841673 n=12 g_4=2443004 Av_12=476558596
25841736,11,84585,39832215,39832215,PASS,0.008594,tau=25841736 n=11 g_3=84585 Av_11=39832215
25841736,12,2447260,476554340,476554340,PASS,0.164364,tau=25841736 n=12 g_4=2447260 Av_12=476554340
25841763,11,84497,39832303,39832303,PASS,0.007373,tau=25841763 n=11 g_3=84497 Av_11=39832303
25841763,12,2442697,476558903,476558903,PASS,0.146100,tau=25841763 n=12 g_4=2442697 Av_12=476558903
25843176,11,84398,39832402,39832402,PASS,0.007656,tau=25843176 n=11 g_3=84398 Av_11=39832402
25843176,12,2436944,476564656,476564656,PASS,0.175565,tau=25843176 n=12 g_4=2436944 Av_12=476564656
25843617,11,84486,39832314,39832314,PASS,0.007924,tau=25843617 n=11 g_3=84486 Av_11=39832314
25843617,12,2441562,476560038,476560038,PASS,0.185346,tau=25843617 n=12 g_4=2441562 Av_12=476560038
25843716,11,84491,39832309,39832309,PASS,0.010149,tau=25843716 n=11 g_3=84491 Av_11=39832309
25843716,12,2441996,476559604,476559604,PASS,0.169874,tau=25843716 n=12 g_4=2441996 Av_12=476559604
25846137,11,84575,39832225,39832225,PASS,0.008166,tau=25846137 n=11 g_3=84575 Av_11=39832225
25846137,12,2446260,476555340,476555340,PASS,0.148615,tau=25846137 n=12 g_4=2446260 Av_12=476555340
25846173,11,84575,39832225,39832225,PASS,0.008619,tau=25846173 n=11 g_3=84575 Av_11=39832225
25846173,12,2446238,476555362,476555362,PASS,0.214632,tau=25846173 n=12 g_4=2446238 Av_12=476555362
25846317,11,84568,39832232,39832232,PASS,0.008009,tau=25846317 n=11 g_3=84568 Av_11=39832232
25846317,12,2445527,476556073,476556073,PASS,0.189613,tau=25846317 n=12 g_4=2445527 Av_12=476556073
25846713,11,84468,39832332,39832332,PASS,0.015076,tau=25846713 n=11 g_3=84468 Av_11=39832332
25846713,12,2439697,476561903,476561903,PASS,0.213913,tau=25846713 n=12 g_4=2439697 Av_12=476561903
25847136,11,84576,39832224,39832224,PASS,0.007065,tau=25847136 n=11 g_3=84576 Av_11=39832224
25847136,12,2446327,476555273,476555273,PASS,0.149494,tau=25847136 n=12 g_4=2446327 Av_12=476555273
25847163,11,84575,39832225,39832225,PASS,0.008989,tau=25847163 n=11 g_3=84575 Av_11=39832225
25847163,12,2446225,476555375,476555375,PASS,0.176391,tau=25847163 n=12 g_4=2446225 Av_12=476555375
25847316,11,84572,39832228,39832228,PASS,0.008986,tau=25847316 n=11 g_3=84572 Av_11=39832228
25847316,12,2445912,476555688,476555688,PASS,0.164035,tau=25847316 n=12 g_4=2445912 Av_12=476555688
25847613,11,84387,39832413,39832413,PASS,0.007025,tau=25847613 n=11 g_3=84387 Av_11=39832413
